lfdn,patient,oppeness,neuro,consc,agree,sociable,country,country_code,eu_country,Asia,Estonia_D,Taiwan_D,China_D,Vietnam_D,Germany_D,Japan_D,age,gender,female,profession,hdegree,bachelor,master,Buddhism,Christianity,Confucianism,Islam,Taoism,Marxism,married,parent,XD13,children,XD14,XD15,eu_income,eu_ppp_income,USD_ppp_income,income_eu_capita,IDV,PDI,MAS,UAI
8M2930,0,9,5,9,5,6,Germany,8,1,0,0,0,0,0,1,0,27,0,1,2,High school,0,0,0,0,0,0,0,0,1,0,1,0,2,2500,2500,2500,3333.333252,1250,195,-95,-50,90
8M2931,1,10,6,7,8,7,Germany,8,1,0,0,0,0,0,1,0,21,0,1,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,2,2000,2000,2000,2666.666748,1000,80,-20,-20,130
8M2933,1,7,8,5,6,6,Germany,8,1,0,0,0,0,0,1,0,27,3,,4,Master,1,1,0,0,0,0,0,0,0,0,1,0,4,4000,4000,4000,5333.333496,1000,100,5,20,60
8M2934,1,9,3,5,6,8,Germany,8,1,0,0,0,0,0,1,0,22,0,1,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,3,450,450,450,600,150,165,-85,40,65
8M2935,0,3,7,7,2,4,Germany,8,1,0,0,0,0,0,1,0,21,1,0,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,4,500,500,500,666.666687,125,100,75,100,165
8M2936,1,6,6,7,9,2,Germany,8,1,0,0,0,0,0,1,0,22,1,0,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,2,1400,1400,1400,1866.666626,700,115,5,140,40
8M2938,1,9,8,4,6,8,Germany,8,1,0,0,0,0,0,1,0,22,0,1,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,1,400,400,400,533.333313,400,145,-60,-60,-15
8M2939,1,8,4,4,5,9,Germany,8,1,0,0,0,0,0,1,0,20,0,1,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,1,700,700,700,933.333313,700,65,-25,-50,45
8M2940,0,3,9,3,5,10,Germany,8,1,0,0,0,0,0,1,0,29,1,0,5,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,2,7500,7500,7500,10000,3750,75,-75,-70,-75
8M2941,1,6,7,5,6,6,Germany,8,1,0,0,0,0,0,1,0,25,1,0,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,1,500,500,500,666.666687,500,85,5,230,50
8M2942,1,5,6,4,8,9,Germany,8,1,0,0,0,0,0,1,0,20,0,1,2,High school,0,0,0,0,0,1,0,0,0,0,1,0,1,600,600,600,800,600,115,0,-70,105
8M2943,1,6,7,5,5,7,Germany,8,1,0,0,0,0,0,1,0,25,1,0,2,Bachelor,1,0,0,1,0,0,0,0,0,0,1,0,1,400,400,400,533.333313,400,165,70,10,-20
8M2944,1,10,3,7,4,2,Germany,8,1,0,0,0,0,0,1,0,21,0,1,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,1,700,700,700,933.333313,700,115,-25,-20,105
8M2945,1,10,4,6,4,4,Germany,8,1,0,0,0,0,0,1,0,28,0,1,2,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,2,1400,1400,1400,1866.666626,700,135,0,-50,105
8M2946,1,10,8,4,4,5,Germany,8,1,0,0,0,0,0,1,0,21,0,1,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,1,900,900,900,1200,900,120,-10,170,5
8M2948,1,4,4,6,4,4,Germany,8,1,0,0,0,0,0,1,0,22,1,0,2,Bachelor,1,0,0,1,0,0,0,0,0,0,1,0,2,1000,1000,1000,1333.333374,500,135,-5,80,75
8M2949,1,6,8,4,6,9,Germany,8,1,0,0,0,0,0,1,0,29,0,1,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,1,1400,1400,1400,1866.666626,1400,115,-110,-10,-85
8M2950,1,8,7,7,6,8,Germany,8,1,0,0,0,0,0,1,0,24,0,1,2,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,3,650,650,650,866.666687,217,170,-50,0,115
8M2951,1,7,4,6,4,8,Germany,8,1,0,0,0,0,0,1,0,18,0,1,2,High school,0,0,1,0,0,0,0,1,0,0,1,0,2,1400,1400,1400,1866.666626,700,150,50,50,105
8M2952,0,4,6,6,5,4,Germany,8,1,0,0,0,0,0,1,0,22,0,1,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,1,664,664,664,885.333313,664,65,35,110,35
8M2953,1,9,7,5,6,8,Germany,8,1,0,0,0,0,0,1,0,21,1,0,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,3,1000,1000,1000,1333.333374,333,120,5,230,-20
8M2954,1,5,5,7,3,3,Germany,8,1,0,0,0,0,0,1,0,30,0,1,3,Bachelor,1,0,0,0,0,0,0,0,1,0,1,0,2,4000,4000,4000,5333.333496,2000,80,20,80,10
8M2956,1,8,6,6,6,5,Germany,8,1,0,0,0,0,0,1,0,19,1,0,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,4,4000,4000,4000,5333.333496,1000,120,-30,100,90
8M2957,1,7,7,5,3,8,Germany,8,1,0,0,0,0,0,1,0,24,1,0,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,2,1200,1200,1200,1600,600,165,-30,120,15
8M2958,1,6,10,8,5,10,Germany,8,1,0,0,0,0,0,1,0,28,1,0,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,1,1500,1500,1500,2000,1500,185,-20,190,120
8M2959,1,4,6,4,2,7,Germany,8,1,0,0,0,0,0,1,0,25,1,0,2,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,2,2000,2000,2000,2666.666748,1000,100,-5,200,75
8M2960,0,9,7,6,7,5,Germany,8,1,0,0,0,0,0,1,0,19,0,1,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,4,2500,2500,2500,3333.333252,625,130,-5,110,15
8M2961,1,7,3,6,4,4,Germany,8,1,0,0,0,0,0,1,0,35,0,1,7,Master,1,1,1,0,0,0,0,0,0,1,2,1,3,2400,2400,2400,3200,800,155,95,20,195
8M2963,1,4,6,3,7,6,Germany,8,1,0,0,0,0,0,1,0,22,0,1,2,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,2,450,450,450,600,225,80,10,70,155
8M2964,1,7,4,2,3,8,Germany,8,1,0,0,0,0,0,1,0,22,0,1,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,1,850,850,850,1133.333374,850,145,50,200,60
8M2965,0,8,4,7,7,8,Germany,8,1,0,0,0,0,0,1,0,28,0,1,2,Bachelor,1,0,0,1,0,0,0,0,0,0,1,0,1,450,450,450,600,450,145,15,-20,70
8M2966,1,4,9,6,6,7,Germany,8,1,0,0,0,0,0,1,0,36,1,0,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,1,500,500,500,666.666687,500,145,-145,60,-45
8M2968,1,3,7,8,6,5,Germany,8,1,0,0,0,0,0,1,0,22,3,,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,4,3000,3000,3000,4000,750,165,-75,20,30
8M2969,1,9,3,8,9,7,Germany,8,1,0,0,0,0,0,1,0,21,0,1,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,3,600,600,600,800,200,200,0,30,120
8M2970,0,6,6,5,5,6,Germany,8,1,0,0,0,0,0,1,0,20,0,1,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,2,1400,1400,1400,1866.666626,700,170,-5,50,-35
8M2971,1,4,8,6,7,7,Germany,8,1,0,0,0,0,0,1,0,30,1,0,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,1,900,900,900,1200,900,135,-50,160,20
8M2972,1,6,9,7,6,4,Germany,8,1,0,0,0,0,0,1,0,25,1,0,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,1,1270,1270,1270,1693.333374,1270,135,-30,10,55
8M2973,1,8,6,9,6,8,Germany,8,1,0,0,0,0,0,1,0,22,0,1,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,4,800,800,800,1066.666626,200,180,-85,80,90
8M2974,1,7,8,5,5,9,Germany,8,1,0,0,0,0,0,1,0,30,1,0,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,1,1100,1100,1100,1466.666626,1100,70,0,120,-25
8M2975,1,6,4,7,6,6,Germany,8,1,0,0,0,0,0,1,0,22,1,0,2,Bachelor,1,0,0,1,0,0,0,0,0,0,1,0,2,700,700,700,933.333313,350,145,-40,-120,165
8M2976,1,9,8,6,5,9,Germany,8,1,0,0,0,0,0,1,0,24,1,0,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,2,2000,2000,2000,2666.666748,1000,185,-25,180,-50
8M2977,1,8,9,4,4,10,Germany,8,1,0,0,0,0,0,1,0,32,1,0,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,3,2000,2000,2000,2666.666748,667,120,-55,-50,-60
8M2978,1,6,6,10,5,8,Germany,8,1,0,0,0,0,0,1,0,20,0,1,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,2,1000,1000,1000,1333.333374,500,165,-10,40,145
8M2979,1,6,6,7,7,8,Germany,8,1,0,0,0,0,0,1,0,23,1,0,2,High school,0,0,0,0,0,1,0,0,0,0,1,0,3100,2000,2000,2000,2666.666748,143,100,-30,20,130
8M2981,1,9,8,4,6,9,Germany,8,1,0,0,0,0,0,1,0,25,0,1,4,High school,0,0,0,0,0,0,0,0,0,0,1,0,1,900,900,900,1200,900,150,35,70,120
8M2984,1,8,4,7,6,8,Germany,8,1,0,0,0,0,0,1,0,30,1,0,2,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,3,1200,1200,1200,1600,400,130,5,0,90
8M2985,1,4,7,7,7,4,Germany,8,1,0,0,0,0,0,1,0,27,1,0,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,1,1000,1000,1000,1333.333374,1000,55,55,60,45
8M2987,1,6,8,6,3,5,Germany,8,1,0,0,0,0,0,1,0,26,1,0,2,Master,1,1,0,0,0,0,0,0,0,0,1,0,2,2000,2000,2000,2666.666748,1000,100,0,180,25
8M2988,1,8,8,5,10,7,Germany,8,1,0,0,0,0,0,1,0,20,1,0,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,2,500,500,500,666.666687,250,145,50,200,-10
8M2989,1,10,6,6,4,3,Germany,8,1,0,0,0,0,0,1,0,29,1,0,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,1,1400,1400,1400,1866.666626,1400,65,15,200,0
8M2990,1,7,5,3,7,8,Germany,8,1,0,0,0,0,0,1,0,19,0,1,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,2,750,750,750,1000,375,165,-60,20,20
8M2991,1,9,10,3,4,5,Germany,8,1,0,0,0,0,0,1,0,29,1,0,2,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,3,1200,1200,1200,1600,400,90,25,270,-20
8M2992,1,4,7,5,3,4,Germany,8,1,0,0,0,0,0,1,0,21,1,0,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,3,2000,2000,2000,2666.666748,667,160,0,40,50
8M2994,1,5,5,4,5,7,Germany,8,1,0,0,0,0,0,1,0,21,0,1,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,2,700,700,700,933.333313,350,115,10,-60,90
8M2996,1,7,8,8,8,4,Germany,8,1,0,0,0,0,0,1,0,21,1,0,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,1,626,626,626,834.666687,626,150,-50,40,95
8M2997,1,4,7,8,5,4,Germany,8,1,0,0,0,0,0,1,0,28,1,0,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,2,1500,1500,1500,2000,750,30,15,150,80
8M2998,1,10,5,3,9,8,Germany,8,1,0,0,0,0,0,1,0,31,0,1,2,Bachelor,1,0,1,0,0,0,0,0,0,1,3,2,4,2000,2000,2000,2666.666748,500,135,30,-20,130
8M2999,1,8,7,5,10,5,Germany,8,1,0,0,0,0,0,1,0,29,0,1,4,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,2,2600,2600,2600,3466.666748,1300,70,-10,-120,90
8M3000,1,7,9,7,6,4,Germany,8,1,0,0,0,0,0,1,0,23,0,1,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,1,600,600,600,800,600,155,5,160,30
8M3004,1,6,6,5,5,5,Germany,8,1,0,0,0,0,0,1,0,22,1,0,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,1,250,250,250,333.3333435,250,80,-55,-40,-50
8M3005,0,7,9,9,8,6,Germany,8,1,0,0,0,0,0,1,0,20,1,0,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,5,500,500,500,666.666687,100,195,-35,30,105
8M3008,1,7,9,2,7,9,Germany,8,1,0,0,0,0,0,1,0,25,1,0,2,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,2,1300,1300,1300,1733.333374,650,220,-15,70,115
8M3009,1,8,8,4,5,10,Germany,8,1,0,0,0,0,0,1,0,27,1,0,2,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,2,1000,1000,1000,1333.333374,500,150,-5,0,-20
8M3010,1,8,8,4,6,8,Germany,8,1,0,0,0,0,0,1,0,18,0,1,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,1,800,800,800,1066.666626,800,130,10,-60,105
8M3011,1,9,7,5,6,2,Germany,8,1,0,0,0,0,0,1,0,24,1,0,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,1,500,500,500,666.666687,500,85,30,-80,30
8M3014,1,9,8,8,6,8,Germany,8,1,0,0,0,0,0,1,0,19,0,1,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,80,-55,0,55
8M3015,1,9,3,6,3,7,Germany,8,1,0,0,0,0,0,1,0,23,1,0,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,1,650,650,650,866.666687,650,150,-45,140,100
8M3018,1,5,5,6,8,4,Germany,8,1,0,0,0,0,0,1,0,27,1,0,2,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,3,1000,1000,1000,1333.333374,333,55,35,60,140
8M3019,1,6,5,5,3,4,Germany,8,1,0,0,0,0,0,1,0,26,0,1,2,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,1,1050,1050,1050,1400,1050,150,-5,170,-15
8M3020,1,7,9,6,7,7,Germany,8,1,0,0,0,0,0,1,0,26,1,0,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,3,3600,3600,3600,4800,1200,115,45,110,120
8M3021,0,4,9,7,8,5,Germany,8,1,0,0,0,0,0,1,0,21,1,0,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,2,300,300,300,400,150,105,50,40,35
8M3024,1,6,8,9,6,5,Germany,8,1,0,0,0,0,0,1,0,24,1,0,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,1,850,850,850,1133.333374,850,100,5,100,60
8M3025,1,6,6,6,7,7,Germany,8,1,0,0,0,0,0,1,0,21,0,1,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,2,450,450,450,600,225,115,-35,30,95
8M3026,1,5,9,6,7,8,Germany,8,1,0,0,0,0,0,1,0,25,1,0,2,Bachelor,1,0,0,1,0,0,0,0,0,0,1,0,2,1000,1000,1000,1333.333374,500,150,-20,160,5
8M3027,1,10,4,6,6,9,Germany,8,1,0,0,0,0,0,1,0,21,0,1,2,High school,0,0,1,1,0,0,0,0,0,0,1,0,2,900,900,900,1200,450,85,40,-80,30
8M3028,1,8,8,4,5,8,Germany,8,1,0,0,0,0,0,1,0,31,1,0,4,Bachelor,1,0,0,1,0,0,0,0,0,0,1,0,2,3200,3200,3200,4266.666504,1600,100,-45,-20,65
8M3029,1,10,6,2,2,10,Germany,8,1,0,0,0,0,0,1,0,21,0,1,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,3,2800,2800,2800,3733.333252,933,165,40,120,130
8M3030,1,2,7,6,7,4,Germany,8,1,0,0,0,0,0,1,0,23,0,1,2,High school,0,0,0,1,0,0,0,0,1,0,1,0,2,4500,4500,4500,6000,2250,155,-120,40,-5
8M3031,1,5,8,7,3,3,Germany,8,1,0,0,0,0,0,1,0,22,1,0,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,4,2500,2500,2500,3333.333252,625,170,-15,240,85
8M3032,1,8,6,7,5,4,Germany,8,1,0,0,0,0,0,1,0,31,0,1,2,High school,0,0,0,1,0,0,0,0,1,1,3,2,4,4200,4200,4200,5600,1050,135,-50,90,135
8M3033,1,6,8,4,5,8,Germany,8,1,0,0,0,0,0,1,0,23,1,0,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,3,3000,3000,3000,4000,1000,80,5,30,-60
8M3034,1,6,8,6,7,8,Germany,8,1,0,0,0,0,0,1,0,29,1,0,2,High school,0,0,0,1,0,0,0,0,1,0,1,0,2,750,750,750,1000,375,95,-45,-20,20
8M3036,1,7,6,6,3,6,Germany,8,1,0,0,0,0,0,1,0,24,1,0,2,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,2,2000,2000,2000,2666.666748,1000,165,25,110,-10
8M3037,1,8,8,4,4,4,Germany,8,1,0,0,0,0,0,1,0,19,1,0,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,3,600,600,600,800,200,145,-85,-40,120
8M3040,1,3,6,6,8,5,Germany,8,1,0,0,0,0,0,1,0,20,1,0,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,1,1200,1200,1200,1600,1200,85,-30,130,5
8M3042,1,5,6,5,5,8,Germany,8,1,0,0,0,0,0,1,0,25,1,0,2,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,1,850,850,850,1133.333374,850,65,10,160,120
8M3043,1,8,8,5,8,10,Germany,8,1,0,0,0,0,0,1,0,33,1,0,2,High school,0,0,0,0,0,0,0,1,0,1,2,1,3,2600,2600,2600,3466.666748,867,85,-45,30,35
8M3046,1,8,6,3,3,8,Germany,8,1,0,0,0,0,0,1,0,33,0,1,8,PhD,1,1,0,0,0,0,0,0,0,0,1,0,1,2000,2000,2000,2666.666748,2000,50,-10,160,125
8M3047,1,5,9,5,3,5,Germany,8,1,0,0,0,0,0,1,0,28,1,0,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,2,4200,4200,4200,5600,2100,130,-55,240,-55
8M3048,1,6,7,5,6,8,Germany,8,1,0,0,0,0,0,1,0,28,1,0,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,1,1200,1200,1200,1600,1200,100,-20,-100,15
8M3049,1,4,6,6,4,5,Germany,8,1,0,0,0,0,0,1,0,19,1,0,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,2,3000,3000,3000,4000,1500,80,-10,70,25
8M3050,1,7,5,7,6,4,Germany,8,1,0,0,0,0,0,1,0,21,0,1,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,130,-25,110,130
8M3052,1,6,9,3,6,10,Germany,8,1,0,0,0,0,0,1,0,24,1,0,2,Bachelor,1,0,0,1,0,0,0,0,0,0,1,0,1,500,500,500,666.666687,500,50,60,130,-20
8M3054,1,6,5,5,6,6,Germany,8,1,0,0,0,0,0,1,0,26,1,0,4,Master,1,1,0,0,0,0,0,0,0,0,1,0,2,1500,1500,1500,2000,750,100,-30,-10,105
8M3055,1,10,6,5,3,4,Germany,8,1,0,0,0,0,0,1,0,25,0,1,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,3,1300,1300,1300,1733.333374,433,85,30,120,130
8M3056,1,6,3,3,6,4,Germany,8,1,0,0,0,0,0,1,0,24,0,1,2,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,1,1000,1000,1000,1333.333374,1000,95,-55,-80,140
8M3058,0,9,5,4,8,8,Germany,8,1,0,0,0,0,0,1,0,26,0,1,2,Bachelor,1,0,0,0,0,0,0,0,0,1,2,1,3,2000,2000,2000,2666.666748,667,160,-20,0,135
8M3059,1,4,7,3,5,8,Germany,8,1,0,0,0,0,0,1,0,24,0,1,2,High school,0,0,0,1,0,0,0,1,0,0,1,0,3,1200,1200,1200,1600,400,100,25,110,155
8M3060,1,9,4,6,6,4,Germany,8,1,0,0,0,0,0,1,0,21,0,1,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,1,700,700,700,933.333313,700,95,-25,90,55
8M3061,1,6,7,7,6,8,Germany,8,1,0,0,0,0,0,1,0,26,1,0,2,High school,0,0,0,0,1,0,0,0,0,0,1,0,2,1000,1000,1000,1333.333374,500,180,-75,0,30
8M3062,1,9,6,5,5,7,Germany,8,1,0,0,0,0,0,1,0,24,0,1,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,1,1200,1200,1200,1600,1200,155,-15,50,210
8M3063,1,8,6,6,7,5,Germany,8,1,0,0,0,0,0,1,0,38,1,0,5,High school,0,0,0,0,0,0,0,0,0,0,1,0,1,800,800,800,1066.666626,800,200,-10,40,90
8M3064,1,6,2,4,4,4,Germany,8,1,0,0,0,0,0,1,0,23,0,1,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,2,2000,2000,2000,2666.666748,1000,80,35,60,25
8M3065,1,8,6,5,6,6,Germany,8,1,0,0,0,0,0,1,0,20,0,1,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,3,2500,2500,2500,3333.333252,833,100,25,50,165
8M3069,1,3,6,6,4,6,Germany,8,1,0,0,0,0,0,1,0,21,0,1,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,4,2000,2000,2000,2666.666748,500,150,40,60,10
8M3072,1,7,3,5,2,5,Germany,8,1,0,0,0,0,0,1,0,19,0,1,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,2,700,700,700,933.333313,350,210,-55,320,-50
8M3073,0,8,9,7,7,6,Germany,8,1,0,0,0,0,0,1,0,20,1,0,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,2,1000,1000,1000,1333.333374,500,80,20,-40,-15
8M3074,0,10,8,4,6,3,Germany,8,1,0,0,0,0,0,1,0,19,0,1,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,1,590,590,590,786.666687,590,125,-65,110,100
8M3075,1,8,4,3,8,8,Germany,8,1,0,0,0,0,0,1,0,26,0,1,2,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,2,850,850,850,1133.333374,425,100,-50,-190,145
8M3076,1,9,4,2,5,3,Germany,8,1,0,0,0,0,0,1,0,21,1,0,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,5,900,900,900,1200,180,185,40,20,115
8M3077,1,8,7,6,4,3,Germany,8,1,0,0,0,0,0,1,0,20,1,0,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,1,900,900,900,1200,900,0,-10,370,45
8M3078,1,10,8,5,6,8,Germany,8,1,0,0,0,0,0,1,0,24,0,1,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,2,1500,1500,1500,2000,750,65,-5,200,45
8M3079,1,8,3,6,6,7,Germany,8,1,0,0,0,0,0,1,0,24,0,1,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,1,640,640,640,853.333313,640,165,-30,10,160
8M3081,1,7,8,7,6,7,Germany,8,1,0,0,0,0,0,1,0,17,1,0,2,High school,0,0,0,1,0,0,0,1,0,0,1,0,4,300,300,300,400,75,145,-55,-20,0
8M3082,1,7,5,4,9,5,Germany,8,1,0,0,0,0,0,1,0,20,0,1,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,2,1500,1500,1500,2000,750,130,35,-60,125
8M3083,0,4,3,3,6,5,Germany,8,1,0,0,0,0,0,1,0,20,0,1,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,3,3800,3800,3800,5066.666504,1267,170,5,0,130
8M3084,1,6,9,6,5,7,Germany,8,1,0,0,0,0,0,1,0,31,0,1,4,Master,1,1,1,0,0,0,0,0,0,0,1,0,1,1200,1200,1200,1600,1200,205,5,40,65
8M3085,1,8,6,5,5,5,Germany,8,1,0,0,0,0,0,1,0,26,0,1,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,2,2000,2000,2000,2666.666748,1000,150,-10,80,45
8M3086,1,9,3,5,3,5,Germany,8,1,0,0,0,0,0,1,0,22,0,1,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,4,6000,6000,6000,8000,1500,120,-70,210,65
8M3087,1,10,8,6,6,7,Germany,8,1,0,0,0,0,0,1,0,24,1,0,2,Bachelor,1,0,0,1,0,0,0,0,0,0,1,0,4,600,600,600,800,150,115,-15,-20,15
8M3095,1,10,4,6,6,6,Germany,8,1,0,0,0,0,0,1,0,29,0,1,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,2,2500,2500,2500,3333.333252,1250,55,75,40,125
8M3102,1,9,4,6,5,6,Germany,8,1,0,0,0,0,0,1,0,20,0,1,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,2,1300,1300,1300,1733.333374,650,185,-15,150,95
8M3114,0,6,5,8,8,4,Germany,8,1,0,0,0,0,0,1,0,20,0,1,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,3,150,150,150,200,50,145,55,40,165
8M3130,1,5,3,5,4,8,Germany,8,1,0,0,0,0,0,1,0,28,0,1,4,Master,1,1,0,1,0,0,0,0,0,0,1,0,1,3000,3000,3000,4000,3000,85,-85,-60,5
8M3152,1,8,7,5,8,10,Germany,8,1,0,0,0,0,0,1,0,19,0,1,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,1,617,617,617,822.666687,617,150,-30,-80,145
8M3177,1,8,4,6,4,5,Germany,8,1,0,0,0,0,0,1,0,21,0,1,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,1,2275,2275,2275,3033.333252,2275,55,-5,110,90
8M3181,1,9,8,8,5,2,Germany,8,1,0,0,0,0,0,1,0,23,1,0,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,1,600,600,600,800,600,40,75,260,-15
8M3182,1,9,6,4,6,8,Germany,8,1,0,0,0,0,0,1,0,22,0,1,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,5,,,,,,165,-10,110,70
8M3185,1,4,7,5,6,8,Germany,8,1,0,0,0,0,0,1,0,25,0,1,2,Bachelor,1,0,0,1,0,0,0,0,0,0,1,0,2,1500,1500,1500,2000,750,150,-30,-60,20
8M3190,1,7,4,4,6,6,Germany,8,1,0,0,0,0,0,1,0,20,0,1,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,3,5000,5000,5000,6666.666504,1667,135,5,-60,-35
8M3191,1,4,5,4,6,6,Germany,8,1,0,0,0,0,0,1,0,21,0,1,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,2,400,400,400,533.333313,200,100,15,90,160
8M3199,1,7,6,6,5,6,Germany,8,1,0,0,0,0,0,1,0,19,0,1,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,1,506,506,506,674.666687,506,125,5,-20,220
8M3202,1,6,8,8,4,5,Germany,8,1,0,0,0,0,0,1,0,25,1,0,2,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,3,1800,1800,1800,2400,600,180,-130,70,-20
8M3207,1,4,6,5,7,6,Germany,8,1,0,0,0,0,0,1,0,22,0,1,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,2,500,500,500,666.666687,250,160,-60,30,30
8M3208,0,10,6,6,4,8,Germany,8,1,0,0,0,0,0,1,0,28,1,0,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,2,2200,2200,2200,2933.333252,1100,95,115,-190,165
8M3209,1,8,7,5,7,3,Germany,8,1,0,0,0,0,0,1,0,20,1,0,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,1,700,700,700,933.333313,700,115,25,110,105
8M3210,1,8,5,4,5,8,Germany,8,1,0,0,0,0,0,1,0,22,0,1,2,High school,0,0,0,1,0,0,0,0,0,0,1,0,1,950,950,950,1266.666626,950,150,-25,0,70
